Time,RTT AVG
152,45.69758333
153,46.23308333
154,46.18508333
155,46.28458333
156,47.31108333
157,43.34891667
158,49.51125
159,48.73316667
160,45.57008333
161,47.9115
162,48.12541667
163,47.46041667
164,52.183
165,48.67283333
166,48.2795
167,46.49083333
168,43.85391667
169,45.27875
170,45.71883333
171,42.55025
172,45.90575
173,45.81975
174,47.74341667
175,47.60933333
176,45.064
177,45.79375
178,47.67716667
179,46.18308333
180,50.0105
181,47.80733333
182,51.19925
183,46.43841667
184,48.03075
185,46.48991667
186,48.27341667
187,50.32691667
188,50.67708333
189,53.57875
190,43.77775
191,49.50791667
192,48.701
193,47.93566667
194,46.83058333
195,47.45583333
196,45.82283333
197,45.357
198,45.25958333
199,46.78975
200,47.94116667
201,47.89333333
202,45.42833333
203,45.50683333
204,45.72966667
205,44.05108333
206,47.174
207,45.94833333
208,49.44408333
209,48.02775
210,58.023
211,53.08958333
212,47.83308333
213,46.69566667
214,47.08841667
215,46.49883333
216,48.39808333
217,48.3835
218,47.56891667
219,46.24533333
220,45.80808333
221,44.84608333
222,45.41525
223,58.21841667
224,47.50891667
225,46.23633333
226,51.87016667
227,45.6545
228,45.8955
229,44.14966667
230,45.6095
231,49.32241667
232,46.24925
233,44.44691667
234,44.15475
235,52.40525
236,48.082
237,45.28741667
238,46.49133333
239,43.91775
240,46.97366667
241,48.28033333
242,46.62766667
243,45.44025
244,49.87841667
245,46.61341667
246,44.21658333
247,48.75391667
248,45.88891667
249,47.24591667
250,45.3045
251,45.37083333
252,47.28341667
253,45.24891667
254,56.43775
255,43.41941667
256,47.74658333
257,47.12566667
258,44.39933333
259,49.84508333
260,45.85708333
261,44.813
262,49.43266667
263,50.68633333
264,46.693
265,47.73083333
266,49.9945
267,46.49858333
268,45.19133333
269,47.26858333
270,52.57766667
271,45.71075
272,44.94366667
273,47.53158333
274,45.328
275,43.583
276,42.96833333
277,44.24816667
278,47.14308333
279,45.28408333
280,51.83833333
281,43.28125
282,46.399
283,47.36358333
284,45.89066667
285,46.60141667
286,46.00016667
287,46.49808333
288,46.48325
289,45.72908333
290,44.25983333
291,43.82141667
292,49.03491667
293,45.16683333
294,46.48308333
295,48.67941667
296,44.88491667
297,47.70116667
298,46.45016667
299,48.75175
300,46.35875
301,49.65225
302,50.4985
303,53.00958333
304,52.34083333
305,51.80575
306,50.11466667
307,47.03533333
308,48.02616667
309,46.77341667
310,47.69741667
311,45.98558333
312,44.4215
313,47.77133333
314,44.01625
315,45.43775
316,45.22225
317,44.29408333
318,45.83758333
319,46.94783333
320,60.94983333
321,56.86908333
322,46.18766667
323,45.97891667
324,46.03816667
325,45.56875
326,46.31383333
327,50.04375
328,49.18933333
329,55.30933333
330,49.99433333
331,47.78975
332,50.88366667
333,45.56025
334,48.67916667
335,47.05783333
336,41.68041667
337,46.359
338,44.57566667
339,55.39641667
340,46.40858333
341,48.91516667
342,43.34608333
343,43.582
344,45.3855
345,46.99941667
346,45.87341667
347,49.56566667
348,45.07458333
349,50.13691667
350,48.70675
351,49.38633333
352,47.93891667
353,46.88625
354,47.41833333
355,49.8465
356,53.05825
357,59.01208333
358,47.863
359,47.34
360,51.94091667
361,44.65375
362,48.52658333
363,45.93616667
364,47.22475
365,48.1155
366,50.03816667
367,43.57483333
368,43.46308333
369,46.51925
370,47.39291667
371,48.22708333
372,47.28
373,44.45583333
374,50.93775
375,47.56183333
376,45.93325
377,49.66741667
378,47.27841667
379,49.09808333
380,48.278
381,45.90983333
382,52.01308333
383,44.99708333
384,48.20983333
385,48.18641667
386,46.27733333
387,45.669
388,46.9795
389,48.252
390,48.44125
391,46.50608333
392,47.96691667
393,45.9095
394,45.76575
395,48.79733333
396,46.77533333
397,49.36558333
398,46.37308333
399,45.44683333
400,56.37316667
401,52.7275
402,47.95516667
403,46.16366667
404,51.16858333
405,49.255
406,49.42075
407,47.08566667
408,47.74641667
409,44.06541667
410,44.63841667
411,46.57675
412,48.99416667
413,47.55016667
414,46.86258333
415,55.745
416,47.48133333
417,45.62158333
418,50.15541667
419,44.49866667
420,44.43975
421,46.25808333
422,43.70175
423,46.35183333
424,47.70975
425,45.26625
426,48.12316667
427,49.23666667
428,48.36275
429,45.14166667
430,49.13658333
431,46.43833333
432,50.33041667
433,45.45458333
434,48.18891667
435,47.74183333
436,45.59633333
437,44.69025
438,50.19241667
439,45.58941667
440,45.84672727
441,46.51308333
442,47.46383333
443,45.17458333
444,47.7655
445,46.48883333
446,46.78783333
447,44.80416667
448,47.91866667
449,47.54333333
450,46.47925
451,48.16566667
452,46.84166667
453,47.01425
454,50.5035
455,44.63775
456,47.63775
457,48.12783333
458,47.19391667
459,45.11066667
460,45.03825
461,47.23125
462,48.0245
463,46.11366667
464,44.91325
465,46.10108333
466,45.98058333
467,47.65133333
468,43.99158333
469,49.14325
470,46.59808333
471,45.28558333
472,47.56941667
473,52.47575
474,50.30375
475,54.58758333
476,50.15333333
477,47.42883333
478,48.76508333
479,45.48466667
480,45.705
481,45.89791667
482,49.31666667
483,46.4945
484,45.53675
485,45.05533333
486,45.48133333
487,46.32991667
488,43.98891667
489,47.7205
490,48.66783333
491,48.03583333
492,48.01608333
493,47.59566667
494,48.10966667
495,50.141
496,47.50175
497,47.77266667
498,47.04775
499,48.45933333
500,49.71358333
501,50.82125
502,48.84125
503,45.37091667
504,55.236
505,46.17666667
506,47.1885
507,45.66933333
508,46.50983333
509,48.96608333
510,47.442
511,47.19075
512,45.76791667
513,45.14408333
514,44.75425
515,45.98066667
516,44.83183333
517,44.89833333
518,52.54441667
519,45.54616667
520,48.40933333
521,46.54575
522,45.80791667
523,48.30433333
524,49.90216667
525,45.80983333
526,46.41041667
527,47.065
528,46.89791667
529,47.39175
530,48.40008333
531,47.70283333
532,47.06491667
533,45.9645
534,46.70825
535,46.57608333
536,57.21483333
537,48.05658333
538,46.27091667
539,51.58533333
540,51.29191667
541,45.76966667
542,46.8305
543,47.63966667
544,46.18572727
545,51.24708333
546,47.32408333
547,49.12766667
548,48.33275
549,48.19883333
550,51.9005
551,44.93175
552,49.66625
553,51.648
554,49.30083333
555,45.23541667
556,49.737
557,47.96458333
558,50.3885
559,47.507
560,47.58890909
561,50.02741667
562,48.1855
563,44.89991667
564,46.09375
565,47.15958333
566,47.23066667
567,49.05941667
568,50.24208333
569,48.47041667
570,48.70908333
571,51.6565
572,48.6245
573,47.20158333
574,48.84216667
575,48.55483333
576,47.81275
577,45.17108333
578,46.25191667
579,43.988
580,47.31125
581,45.11058333
582,46.63891667
583,45.94666667
584,47.69441667
585,45.63916667
586,45.82716667
587,47.27533333
588,49.31691667
589,47.04841667
590,47.55216667
591,46.14533333
592,47.78183333
593,46.03591667
594,44.60083333
595,43.562
596,51.33708333
597,48.26783333
598,47.83483333
599,45.35391667
600,46.68616667
601,47.72083333
602,45.322
603,45.98758333
604,45.40983333
605,44.74308333
606,43.00175
607,45.798
608,47.95141667
609,48.13275
610,44.9335
611,46.142
612,44.71858333
613,45.54458333
614,46.07258333
615,46.32166667
616,44.80383333
617,45.73866667
618,45.17641667
619,49.37016667
620,50.57166667
621,46.1315
622,46.04758333
623,47.02483333
624,45.55241667
625,45.90933333
626,46.53225
627,46.00108333
628,48.045
629,47.22575
630,45.17558333
631,45.57341667
632,46.08408333
633,45.47825
634,46.05641667
635,45.5765
636,45.28741667
637,45.58741667
638,45.90608333
639,46.42958333
640,46.61775
641,45.99508333
642,49.27433333
643,44.47883333
644,46.35466667
645,44.42191667
646,45.28808333
647,44.88233333
648,44.88041667
649,47.17025
650,44.124
651,43.44825
652,45.09
653,43.64816667
654,44.04908333
655,43.19408333
656,44.11016667
657,46.37591667
658,44.8355
659,47.33166667
660,43.32375
661,44.94933333
662,46.49483333
663,44.18475
664,44.85358333
665,44.76608333
666,45.49791667
667,45.41016667
668,46.45333333
669,44.51833333
670,47.91958333
671,45.74225
672,48.94066667
673,45.45058333
674,43.35216667
675,43.3565
676,45.8195
677,46.24766667
678,47.13216667
679,45.24991667
680,46.16366667
681,44.26583333
682,45.47408333
683,46.71258333
684,48.54758333
685,50.49191667
686,47.52925
687,44.86825
688,45.01875
689,44.32025
690,46.60216667
691,53.46541667
692,47.64791667
693,46.26958333
694,45.00466667
695,44.686
696,44.82841667
697,46.23933333
698,44.65466667
699,44.5115
700,48.37733333
701,43.00675
702,45.61258333
703,48.08066667
704,47.33858333
705,47.31758333
706,48.34641667
707,44.79108333
708,45.17966667
709,44.83416667
710,46.75875
711,45.72566667
712,45.11775
713,46.76225
714,46.7965
715,45.23308333
716,47.24475
717,46.62
718,47.91675
719,46.48816667
720,46.10291667
721,39.409
